outcome,predictor,logloss_age,logloss_age_plus_pred,logloss_pred_alone,gain_added_to_age
Q18,Employment status,0.4981456360436538,0.4983033254679037,0.4998292518620408,-0.00015768942424987387
Q18,Marital status,0.4981456360436538,0.4959109671899854,0.4972679563211277,0.002234668853668409
Q19,Sex,0.12537106732036854,0.125479753765454,0.12551950580450483,-0.00010868644508546521
Q19,Education (3-level),0.12537106732036854,0.12516796855758236,0.12516660973846871,0.00020309876278618022
Q19,Personal income (3-level),0.12537106732036854,0.12532556406156137,0.12534048779626897,4.550325880717243e-05
Q19,Religiosity,0.12537106732036854,0.12548049721834803,0.12550857561971263,-0.00010942989797949054
Q19,Subjective social class,0.12537106732036854,0.12524989067483167,0.1252799988359574,0.00012117664553687457
Q19,Employment status,0.12537106732036854,0.12568482614746018,0.12573212654482363,-0.0003137588270916425
Q19,Marital status,0.12537106732036854,0.12548750101185702,0.12553243413510876,-0.00011643369148847671
Q20,Sex,0.3012703250719155,0.30080965731456627,0.3054014168610503,0.00046066775734920906
Q20,Education (3-level),0.3012703250719155,0.2999644350148779,0.30362208502691934,0.001305890057037573
Q20,Personal income (3-level),0.3012703250719155,0.3008483531340436,0.3048698026039103,0.0004219719378718567
Q20,Religiosity,0.3012703250719155,0.2993388282263396,0.3035497899388674,0.001931496845575864
Q20,Subjective social class,0.3012703250719155,0.3008252855659164,0.30558579621853477,0.0004450395059990564
Q20,Employment status,0.3012703250719155,0.3005337489669909,0.303134451803997,0.0007365761049245578
Q20,Marital status,0.3012703250719155,0.3016702903202401,0.30625415454924354,-0.00039996524832464075
Q21,Sex,0.1922582655777268,0.19248259912279347,0.1920480774737442,-0.00022433354506667946
Q21,Education (3-level),0.1922582655777268,0.18990349877558083,0.18928772439913688,0.002354766802145969
Q21,Personal income (3-level),0.1922582655777268,0.19212373957094328,0.19164214775874577,0.00013452600678351412
Q21,Religiosity,0.1922582655777268,0.19304332079633715,0.19261248330743208,-0.0007850552186103588
Q21,Subjective social class,0.1922582655777268,0.19125104633459253,0.19081293823461162,0.0010072192431342664
Q21,Employment status,0.1922582655777268,0.1919260360595085,0.19144894762014103,0.00033222951821829105
Q21,Marital status,0.1922582655777268,0.19271073065071745,0.1922506779536979,-0.0004524650729906543
Q22,Sex,0.26415862574205484,0.25943317351646206,0.2637858892362737,0.0047254522255927855
Q22,Education (3-level),0.26415862574205484,0.2607997715671794,0.26417621125530855,0.0033588541748754697
Q22,Personal income (3-level),0.26415862574205484,0.2634298672385268,0.2673754345685352,0.0007287585035280486
Q22,Religiosity,0.26415862574205484,0.25817917579119026,0.2621145582366426,0.005979449950864579
Q22,Subjective social class,0.26415862574205484,0.2644818052877781,0.269013746895703,-0.00032317954572325114
Q22,Employment status,0.26415862574205484,0.2612197797058188,0.2631333449834081,0.0029388460362360647
Q22,Marital status,0.26415862574205484,0.2636580430917591,0.26818728814489773,0.0005005826502957333
Q23,Sex,0.08465980791056117,0.08466777448712297,0.08488681487094589,-7.966576561796446e-06
Q23,Education (3-level),0.08465980791056117,0.084411432263307,0.08460191824731639,0.00024837564725417594
Q23,Personal income (3-level),0.08465980791056117,0.08462073514492663,0.0848353854660824,3.907276563454298e-05
Q23,Religiosity,0.08465980791056117,0.08483263969659141,0.08504308327326118,-0.0001728317860302392
Q23,Subjective social class,0.08465980791056117,0.0848408935539404,0.0850674513264357,-0.0001810856433792224
Q23,Employment status,0.08465980791056117,0.08401839912860817,0.08416088887174497,0.0006414087819529984
Q23,Marital status,0.08465980791056117,0.08459117349098248,0.08482964734184086,6.863441957868921e-05
Q24,Sex,0.6566982599701012,0.657499732890054,0.6575127141223901,-0.0008014729199528059
Q24,Education (3-level),0.6566982599701012,0.6564453861541435,0.6563945581580016,0.0002528738159577326
Q24,Personal income (3-level),0.6566982599701012,0.6570381538255494,0.6569885608193988,-0.0003398938554481923
Q24,Religiosity,0.6566982599701012,0.6534353032339435,0.6532889287146437,0.0032629567361577294
Q24,Subjective social class,0.6566982599701012,0.6580434457700363,0.6579518327212015,-0.0013451857999350336
Q24,Employment status,0.6566982599701012,0.6574726064847888,0.6570358570443648,-0.0007743465146875517
Q24,Marital status,0.6566982599701012,0.6569850568070902,0.6570580212578292,-0.0002867968369889562
Q25,Sex,0.08107884409088179,0.08116615852794039,0.08098736629249126,-8.731443705860265e-05
Q25,Education (3-level),0.08107884409088179,0.081054864938935,0.08087844309902129,2.3979151946781907e-05
Q25,Personal income (3-level),0.08107884409088179,0.08113895221819212,0.08096606057238033,-6.0108127310332105e-05
Q25,Religiosity,0.08107884409088179,0.08106392591849773,0.08088072608548451,1.491817238405413e-05
Q25,Subjective social class,0.08107884409088179,0.08125990887428028,0.08108540078581217,-0.00018106478339849352
Q25,Employment status,0.08107884409088179,0.08088439347942371,0.08069916811817718,0.0001944506114580774
Q25,Marital status,0.08107884409088179,0.08120606507074195,0.08103793451118274,-0.00012722097986016256
Q26,Sex,0.1853680972707469,0.18562242035838147,0.18621022309224414,-0.000254323087634567
