id,cluster,prob_cluster_0,prob_cluster_1
345.0,0,1.0,3.766348681981733e-26
346.0,1,1.437483475247219e-20,1.0
347.0,1,2.969803353184186e-51,1.0
348.0,1,1.7259185884175963e-65,1.0
349.0,0,0.9999999864180041,1.358198137116262e-08
350.0,0,0.9999999999992326,7.668696226938837e-13
351.0,0,1.0,1.586741199613529e-18
352.0,1,4.206748372441493e-46,1.0
353.0,0,0.9999999495464363,5.045356011955607e-08
354.0,0,1.0,1.445146320337882e-26
355.0,1,1.212053480796468e-43,1.0
356.0,0,1.0,1.9721086980381363e-18
357.0,0,0.9999996873295833,3.126704084131625e-07
358.0,1,3.501445353475914e-31,1.0
359.0,0,0.9999999999895692,1.041679967734325e-11
360.0,0,1.0,2.9137544744114004e-17
361.0,0,0.9999999952875669,4.71242482997371e-09
362.0,0,1.0,1.4962877036372403e-22
363.0,0,0.9999996748780933,3.251219053652586e-07
364.0,0,0.9999998896959771,1.103040380241575e-07
365.0,1,1.8319184002878088e-12,0.999999999998181
366.0,0,0.9999999999999432,5.972686105391728e-14
367.0,0,0.9999999950906044,4.909403469453548e-09
368.0,0,0.9999999997670557,2.3292656164415384e-10
369.0,1,4.5402618408742744e-27,1.0
370.0,1,7.236899713918923e-14,0.9999999999999432
371.0,0,0.9999975410591551,2.458940832549632e-06
372.0,1,4.032142955571508e-19,1.0
