id,cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2
33.0,0,1.0,6.33366672472603e-25,5.588625210384332e-22
34.0,1,1.2199986295179568e-12,0.9999999999988063,9.067292081606831e-23
35.0,2,9.358824217623065e-30,2.464980376877816e-07,0.9999997535019551
36.0,1,1.2651447297565704e-16,1.0,1.3676571071641748e-15
37.0,2,3.5083239543487973e-22,6.609152578398987e-14,0.9999999999999432
38.0,0,1.0,4.394990471235969e-29,1.444253779421229e-105
39.0,0,1.0,2.246373998253893e-58,1.629360369709014e-48
40.0,1,7.785818494773566e-19,1.0,2.1507269376584642e-26
41.0,0,1.0,7.882909925680107e-75,2.0678626884306898e-57
42.0,2,2.9168723427897233e-47,4.1569584290712086e-47,1.0
43.0,0,0.9999999934670427,6.5329624657776415e-09,2.594586719666411e-35
44.0,1,6.870175552846915e-11,0.9999999999313047,1.01626593430083e-18
45.0,1,2.1389806187165125e-19,1.0,2.708866187030083e-14
46.0,1,8.259589015208538e-13,0.999999440112433,5.598867510019778e-07
47.0,1,5.004875312672204e-10,0.9999999994994937,1.1861283578020462e-45
48.0,2,1.8235031538068243e-33,3.0758946466225554e-27,1.0
49.0,1,5.77236465548809e-07,0.9999994227635473,3.08154169092803e-53
